gnd_id,preferred_name,variant_names,date_of_birth,date_of_death,professions,places_of_birth
118594702,"Pius II., Papst",Enee Silvius Piccolomineus|Picolhominaeus Aeneas Sylvius|Pontifex Maximus Pius II.|Eneass Sylwius|Papst Pius II.|Enee Silvius|Sylvius Aeneas|Enea Silvio Piccolomini|Eneas Silvius Piccolomini|Eneas Silvius Piccolomini|Piccolomini Enea-Silvio|Pope Pie II|Piccolomineus Aeneas Sylvius|Aeneas Sylvius Picolhominaeus|Aeneas Silvius|Eneás Silvius|Aeneas Silvius Piccolomini|Enea Piccolomini|Aeneas Sylvius Picolhominaeus von Senis|Aeneas Sylvius Piccolomineus|Papa II. Pius|Piccolhomineus Aeneas Sylvius|Eneas Silvius|Aeneas Sylvius Piccolominus|Sylwius Eneass|Aeneas Sylvius Piccolomini|Papst Pio II|Aeneas Sylenius|Aeneas Silvius Piccolomini|Papa Pio II.|Pope Pius II|Papa Pio II|Piccolomini A. Sylvius|Aeneas Sylvius Bartholomaeus Piccolomini|Eneas Silvio Piccolomini|Aeneas Sylvius|Enea Silvio de' Piccolomini|Piccolomini Aeneas Sylvius|Senensis Eneas Pius|Papst Pius II|Senensis Aeneas Sylvius|Pape Pie II|Papa Pius 2|Silvius Aeneas|Aeneas Silvius Piccolomineus|Pape Pio II|Enee Silvius|Enea S. Piccolomini|Aeneas Sylvius Bartholomaeus Piccolominaeus|Enea Silvio Piccolomini|Pape Pie II.|Pape Pius II|Aeneas Sylenius|Aeneas Sylvius Picolhominaeus von Senis|Piccolomini Aeneas Silvius|Piccolominaeus Aeneas Sylvius|Papa Pius II.|Silvius Eneas|Aeneas Sylvius Piccolhomineus|de' Piccolomini Enea Silvio|Piccolomini Enea|Papst Pie II|Pope Pio II|Papst Pius II.,1405-10-18,1464-08-14,Papst|Schriftsteller|Humanist,Pienza
118594974,"Plautus, Titus Maccius","Marco Accio Plauto|Lustspieldichter Plautus|M. Accio Plauto|Titus Maccus Plautus|Markus Accius Plautus|Titus Maccius Plautus|Tit Makcij Plaut|de Sarsine Plautus|Maccius Titus Plautus|Maccius Plautus|Actius|Marcus Attius Plautus|Pseudo-Plaute|Plautas|de Sarsine Plauto|T. Maccius Plautus|Plaut|Marcus Accius, Comicus Plautus|Titius Maccius Plautus|Pseudo-Plautus|Titas Makcijus Plautas|T. M. Plautus|Markus A. Plautus|Plauti|von Umbrien Plautus|Marcus Actius Plautus|Plaute|Plautus Maccius|Tito Maccio Plauto|Tito M. Plauto|M. A. Plautus|M. Actius Plautus|M. Accius Plautus|Plautinus|T. Maccus Plautus|Tit Makcij Plavt|Tit Makcije Plaut|Plauto|Marcus Attus Plautus|Marcus Accius Plautus|Plautus|Marcus A. Plautus|Tito Maccio Plauto|Titus Maccius Plautus|Titus M. Plautus|Comicus Latinus Plautus|Komödiendichter Plautus|Marcus Accius Plautus|Titus Maccus Plautus|Titus Maccio Plautus|Tito Maccio Plauto|M. A. Plauto|M. Accus Plautus|Marcus Actius Plautus|M. Attius Plautus|Marcus Accus Plautus|Marcus Maccius Plautus|T. Maccio Plauto|Writer of Comedy Plautus|von Sarsina Plautus|Titus Maccius Plautus",-0254,-0184,Schriftsteller,
118595237,Plutarchus,Cheronensis Plutarchus|Chaeroneus Plutarchus|Chaeroneus Plutarch|Plutarx|Plutarh|von Cheronea Plutarchus|von Chaironea Plutarchos|Plutarcus|z Cheronei Plutarch|Chaeron Plutarchus|Ploutarchos|Plutarchos|Plutarco|de Chéroné Plutarche|Cheroneus Plutarchus|Plutarch von Chaeronea|Plutarhus|von Chäroneia Plutarchus|Chairōneōs Plutarchus|Chaeronensis Plutarchus|Biograph Plutarchus|Plutharque|Plowtark'|Chaeroneos Plutarchos|Philosoph Plutarchos|Plûṭârḵûs|Pseudo-Plutarch|Plûṭârḵ|of Chaeronea Plutarchus|Plutarkhos|von Chaironeia Plutarchus|Plowtark|de Chéronée Plutarche|Plutarch|of Chaeronea Plutarch|de Chaeronée Plutarque|Plutarke|Philosophus Plutarchus|Biographus Plutarchus|von Chaironeia Plutarch|von Chaironeia Plutarchos|Плутарх|von Chäronea Plutarch|Cheronese Plutarco|Biograph Plutarchos|di Cheronea Plutarco|Pseudo-Plutarchus|Plutarche|Chaeronaeus Plutarchus|Plutarch z Cheronej|u Chairōneōs Plutarch|Plutarque|Pseudo-Plutarco|Chairōneōs Plutarchos|Chairōneōs Ploutarchos|von Chaeronea Plutarchus|Cheronaeus Plutarchus|Plutark|îš Ḥarôneʾā Plûṭarḵ|Plutarcho|de Chéronée Plutarque|Plutarchus,0045,0120,Philosoph|Schriftsteller,
118596624,Priscianus,Caesariensis Prisciani|Pseudo-Priscianus|di Cesarea Prisciano|von Caesarea Priscianus|Grammarian Priscianus|of Caesarea Priscian|Mauretanus Priscianus|Priscian|Grammaticus Priscianus|Caesariensis Priscianus|Grammatiker Priscianus|de Césarée Priscien|Caesarensis Priscianus|Schüler des Theoctistus Priscianus|le Grammairien Priscien|Caesareensis Mauretanus Priscianus|Priscien|aus Caesarea Priscianus|Minor Priscianus|Priscianus,,,Schriftsteller|Grammatiker,
118596829,"Prudentius Clemens, Aurelius",Aureliusz Prudencjusz Klemens|Clemens Aurelius Prudentius|Aureli Prudenci Clement|Aurelius P. Clemens|Prudentius|Clemens Prudentius|Prudenzio|Aurelius Prudentius|Prudenz|Prudenzio Clemente Aurelio|Aurelius Prudentius Clemens|Prudencio Aurelio|Prudence|Poeta Hispanus Prudentius|Prudencio|Christian Poet Prudentius|Aurelio Prudencio|Aureli Prudenci Clement|M. Aurelius Clemens Prudentius|Aurelius Prudentius Clemens|Aurelius Prudentius|Poeta Prudentius|Prudentius Clemens Aurelius|Aurelius Prudentius Clemens,0348,0405,Schriftsteller|Beamter,
118597396,"Quintilianus, Marcus Fabius","ex Hispania Tarraconensi Quintilianus|Pseudo-Quintiliano|Marcus Fabius Quintilianus|M. Fabius Quinctilianus|Pseudo-Quintilianus|Quintilianus|Marcus Quintilian|Fabius Quintilianus|Marcus Fabius, Rhetor Quintilianus|von Spanien Quintilianus|Marcus F. Quintilianus|Marco Fabio Quintiliano|de Calagurris Quintilien|Marcus F. Quinctilianus|Quintilian|Marcus Fabius Quintilian|Rhetor Quintiliano|Fabius Quintilianus|Rhetor Quintilianus|Quintilien|Quintilianus Fabius|Tarraconensis Quintilianus|Calagurritanus Quintilianus|Quinctilian|ex Hispania Quintilianus|Marcus Fabius Quinctilianus|Marcus Fabius Quintilen|Marcus Fabius Pseudo-Quintilianus|Rhetor Quintilian|de Calahorra Quintiliano|Rhetorician Quintilianus|Marcus F. Quinctilainus|M. Fabius Quintilianus|Rhetor Quintilien|von Calagurris Quintilianus|Marcus Fabius Quinctilainus|Quintiliano|Marcus T. Quintilianus|Pseudo- Quintilianus|Marcus Fabius Quintilianus",0035,0100,Redner,
118604198,"Rupert, von Deutz",Tuicensis Rupertus|Sancti Heriberti Rubertus|de Liège Robert|Duicensis Rupertus|de Deutz Robert|Rupert von Deutz|of Saint Heribert Rupertus|de Deutz Rupert|of Deutz Rupert|de Deutz Rupertus|Rupertus von Deutz|Tuitensis Rupertus|de Tuitio Rupertus|Abbas Rupertus|Abbas Hrodpertus|von Deutz Robert|Tuitiensis Robertus|Monachus Leodiensis Rupertus|Sancti Laurentii Rupertus|Leodiensis Rupertus|von Sankt Heribert Rupert|Tuitiensis Rupertus|di Deutz Ruperto|von Deutz Rupertus|Abbas Tuitiensis Rupertus|de Tuy Robert|Sancti Heriberti Rupertus|von Deutz Rupert,,1129-03-04,Katholischer Theologe|Mystiker|Exeget|Priester|Abt,
118605097,"Sallustius Crispus, Gaius",Gaio Sallustio Crispo|Caius Crispus Sallustius|Caius Salustus Crispus|Salustiusz|Pseudo-Sallustius|Sallustio|Gaius Salustus Crispus|Pseudo- Sallustius|Gaio Salustio Crispo|Historian Sallustius|Cajo Crispo Sallustio|Pseudo-Salluste|Cajus Salustius Crispus|Caius Sallustius|Salluste|Caius Crispe Salluste|Gaius Crispus Salustius|Sallustius C. Crispus|C. Sallustius Crispus|Cayo Crispo Sallustio|Gaius Crispus Sallustius|Caius S. Crispus|Gaius Sallustus Crispus|Cajo Sallustio Crispo|Caio S. Crispo|Gaio Crispo Sallustio|C. Salustius Crispus|Caius Sallustius Crispus|Gaius S. Crispus|Cayo S. Crispo|Cayo Salustio Crispo|Gaius Sallustius Crispus|Caius Crispus Sallustius|Gaius Salustius Crispus|Historiker Sallustius|Caio C. Sallustio|d'Amiternum Salluste|Cajus Sallustius Crispus|K. K. Sallustius|Caio Crispo Sallustio|Caius C. Sallustius|Caius Salustius Crispus|Saluste|Gaius Sallust|C. Sallustio Crispo|Pseudo-Sallust|Kajus Krispus Sallustius|Caio Sallustio Crispo|Gajus Sallustius Crispus|Salustio|Gaius C. Sallustius|Crispus Sallustius|Sallustius|Cayo Salustio Crispo|Crispus Gaius Sallustius|Caius Crispus Salustius|Sallust|Gaius Sallustius Crispus|Caio Sallustio Crispo|Historicus Sallustius|von Amiternum Sallustius|Gaius Sallustius Crispus,-0086,-0034,Historiker|Geschichtsschreiber|Politiker,
118613200,"Seneca, Lucius Annaeus, Philosophus","Dichter Seneca|Lucius Annaeus, der Jüngere Seneca|de Cordoue Sénèque|Lucius Annaeus, d. J. Seneca|Stoischer Philosoph Seneca|Lucius Anneus, Philosophus Seneca|Lucius Annäus Seneka|Pseudo-Seneca|Seneca Annaeus|Pseudo-Sénèque|Lucius Annaeus Seneca|Luce Annaee Sénèque|Lucius Annaeus, Filius Seneca|Tragicus Seneca|Sénècque|Lucius Annäus Seneca|Lucius Annaeus, Minor Seneca|Lucius Annaeus, Cordubensis Seneca|Lucius Annaeus, Tragicus Seneca|Philosopher Seneca|der Jüngere Seneca|Lucij Annej Seneka|Lucio Anneo Seneca|philosophe Seneque|L. A. Seneca|Pseudoseneca|Seneca|Lucius Annaeus Seneca|Philosophus Lucius Annaeus Seneca|L. Annaeus Seneca|Lucius Anneus Seneca|Tragoedian Seneca|L. Anneo Seneca|le philosophe Sénèque|Lucio Seneca|Seneka|von Corduba Seneca|Sohn Seneca|Pseudo- Seneca|Lucius A. Seneca|Rhetoris Filius Seneca|philosophe Sénèque|Sénèque|Lucyusz Anneusz Seneka|Philosophus Seneca|Lucius Annaeus, Junior Seneca|Philosoph Seneca|Lucyusz Annaeus Seneka|le jeune Sénèque|Politiker Seneca|Annaeus Seneca|Lucius Annaeus, Philosophus Seneca",,0065,Philosoph|Dramatiker|Politiker|Naturwissenschaftler|Konsul,Córdoba (Spanien)
118613510,"Seuse, Heinrich",Suso Henricus|Amandus Seüss|Henrik Suso|Seuse Heinrich|von Berg Heinrich|Johannes|Heinrihs Zeize|de Swevia Henricus|Amandus Seüß|de Soubshaube Henri|Henry Suso|Teutonicus Amandus|Генрих Сузо|de Swebia Amandus|Henri de Berg|de Berg Henry|Heinrich Säuss|Henri Suso|Hainrich Seüsse|Susone Enrico|Adamus Seüss|Sews Henricus|Henricus Suson|Johannes a Suevia|der Seuse Heinrich|Heinrich Amandus Seuss|Henricus Suso|Johannes de Suso|Heinrich Seuße|Henricus Sueß|Frater Amandus|Amandus Seüss|Genrich Suzo|de Suso Johannes|Enrico|Heinric Suess|Amandus Henricus|Constantiensis Henricus|Henricus Suess|Henryk|Henri Suso|Amandus|Su suo|Susón Beato Enrique|Amandus Seüß|Enrico Susone|Henricus|Heinrich Suso|Susonne Henry|Heinrich Seuss|Heinrich Seuß|Jindřich Suso|Beato Enrique Susón|Henri|Heinrich|Henryk Suzo|Susuo|Henricus ab Suso|Heinrich Süss|de Sews Henri|Beato Enrique|Heinrich von Berg|Henry|Heinrich Seusse|Henricus Siso|Henry Susonne|Suso Heinrich|Hainrihi Zoize|de Souabe Henri|Enrico Seuse|Suzo Henryk|Heinrich Seuse,1295-03-21,1366-01-25,Geistlicher|Mystiker,
118619284,Der Stricker,Der Strickaere|The Stricker|Stricker|Der Strickaere|The Stricker|Der Stricker|Pseudo-Stricker|Der Stricker,,,Schriftsteller,
118619918,"Suetonius Tranquillus, Gaius",Caius T. Suetonius|Caio Svetonio Tranquillo|Gaius Sueton|G. Svetonij Trankvill|Tranquile Suetone|Caius Svetonius Tranquillus|Suetonius Tranquillus|Suetonio|Gaio Suetonio Tranquillo|C. S. Tranquillus|Gaius T. Suetonius|Gaio Svetonio Tranquillo|Gaius Svetonius Tranquillus|Caius Suetonus Tranquillus|Caius Suetonius Tranquillus|Suetonius|Svetonius|Caius Suetonius-Tranquillus|Caius Suetonius Tranquillus|Svetonio|Caius Sueton|C. Suetonio Tranquilo|Romanus Suetonius|Gaius Suetonius Tranquillus|Gaius Suetonius Tranquillus|Historien Suetonius|Cajus Suetonius Tranquillus|Suetone Tranquile|Historien Suétone|Suetone|Suetonius Tranquillus|Cajus S. Tranquillus|Grammaticus Suetonius|Gajus Suetonius Tranquillus|Gaius Suetonius|Gaj Svetonij Trankvill|Caiu Suetoniu Trancuillu|Biographer Suetonius|C. Suetonius Tranquillus|Suetoine|K. Svetoniĭ Trankvill|Suétone|Caius Sueton Tranquillus|Sveton|Caius S. Tranquillus|Caius Suetonius|C. Suetonius Tranquillus|Gaius Suetonius-Tranquillus|Svetonij|Gaius S. Tranquillus|Gaius Tranquillus|Caio Svetonio Tranquillo|Sueton|Tranquillus Suetonius|Historicus Suetonius|Gaius Suetonius Tranquillus,0070,0150,Biograf|Privatgelehrter|Verwaltungsbeamter,
118621793,Theophrastus,Eresius Peripateticus Theophrastus|Téopŕastos|Schüler des Aristoteles Theophrastos|of Eresus Theophrastus|Tyrtamos|Theophrastes|Teofrast|z Erezu Teofrast|von Eresos Theophrastos|of Eresos Theophrastus|von Lesbos Theophrastos|Theophrastos|von Eresos Theophrastus|Théophraste d'Erèse|of Lesbos Theophrastus|Teofrasto|Philosophus Théophrastus|Theophrast|Θεόφραστος|Téoprastos|Eresus Theophrastus|d'Erèse Théophraste|Eresius Theophrastus|Theophraste|Leiter der Peripatetischen Schule Theophrastos|ho Eresios Theophrastos|Théophraste|Theophrastus,-0369,-0288,Philosoph,
118622110,"Thomas, von Aquin, Heiliger","Tommaso, d', Heiliger Aquino|Thomas von Aquin|Daqui, Heiliger Thomas|聖托馬斯 阿奎那|Thomas, von, Heiliger Aquin|Ak'uinats'i Saint T'ovma|d'Aquino, Heiliger Tommaso|ot Akvino, Saint Toma|'o Akinatos, Saint Thomas|de Aquino, Saint Tomas|de Aquinas, Heiliger Thomas|Doctor Angelicus|Thomas, de, Heiliger Aquino|de Aquino, Heiliger Thomas|Pתומאס אקווינאס|von Aquin, Saint Thomas|de Aquino, Heiliger Tomás|اكويني ، توما|Thomas, de, Heiliger Aquinas|Akvinietis, Saint Tomas|Aquinatis, Heiliger Thomas|Aquinas|de Aquino, Santo Tomás|Tomas, Saint Akvinietis|Heiliger Aquinas|Akwinasu, Saint Tomasu|ho Akinatas, Heiliger Thomas|z Akwinu, Heiliger Tomasz|Thomas von Aquino|Foma, Heiliger Akvinskij|von Aquino, Heiliger Thomas|d'Aquino, Saint Tommaso|Thomas, Heiliger Aquinas|Akvinskij, Heiliger Foma|de Aquino, Saint Tomás|Pתומס אקווינס|Aquinatus, Heiliger Thomas|de Aquino Thomas|Akinatos, Heiliger Thomas|ab Aquino Thomas|Ak'vineli, Saint T'oma|ab Aquino, Heiliger Thomas|Akvinski, Saint Toma|Akuinatos, Heiliger Thomas|T'oma, Saint Ak'vineli|Camisensis, Heiliger Thomas|Akvins'kyi, Saint Toma|Tūmā, al-, Heiliger Akwīnī|Thomas, Heiliger Aquinatus|d'Aquino, San Tommaso|Akvinskiĭ, Saint Foma|Heiliger Tūmā al-Akwīnī|d'Aquin, Heiliger Thomas|Tommaso Niccolò, d', Heiliger Aquino|Beatus Thomas|Foma, Saint Akvinskii|Akwinu, Saint Tomasz|Aquinas, Heiliger Thomas|Dottore angelico|Tommaso N., d', Heiliger Aquino|d'Aquino Tommaso|von Aquin Thomas|Aquinas, Saint Thomas|Аквінський, Saint Тома|von Aquin Pseudo-Thomas|Aquinus, Heiliger Thomas|Thomas, von, Heiliger Aquino|de Aquino Pseudo-Thomas|'o Akuinatos, Saint Thomas|Akuinasu, Saint Tomasu|Aquinas Pseudo-Thomas|Thomas, Seut Daqui|von Aquino Thomas|Aquinatus, Sanctus Thomas|Akinatos, Heiliger Thōmas|'o Akinates, Saint Thomas|Akvinskii, Saint Toma|Thomas, Saint Aquinas|d'Aquin, Saint Thomas|Tomás, de, Heiliger Aquino|'o Akuinates, Saint Thomas|av Aquino, Saint Thomas|von Aquin, Heiliger Thomas",1225,1274-03-07,Katholischer Theologe|Philosoph|Mönch,Castello Roccasecca
11862251X,"Tibullus, Albius",Tibull|Albius|Albius Tibulius|Albio Tibulo|Albius Tibulus|Tibulle|Poeta Latinus Tibullus|A. Tibullo|Tibulo|Eques Romanus Tibullus|Tibullo|Tibullus Albius|Albius Tibullius|Albius Tibullus,-0050,-0019,Lyriker,
118625578,"Urban IV., Papst","Papst Urbain IV|de Troyes Jacques|Pantaléon Jacques|Pantaleone Jacobus|Pantaléon Giacomo|Pape Urbain IV.|Jacques Pantaléon|Papa Urbano IV.|Papa Urbanus IV.|Papa, 4 Urbanus|Papa Urban IV.|Papst Urbanus IV|Papst Urban IV|Papst Urban IV.",1200,1264-10-02,Papst,
118625969,"Valerius, Maximus",Valerio Massimo|Valerius Maximus|Massimo Valerio|Historicus Valerius|Valerius Maximus|Maximo Valerio|Historian Valerius|Quintus V. Maximus|Maxime Valère|Maximus Valerius,,,Schriftsteller,
118626000,"Valla, Lorenzo",Laurentius Valensis|Laurentius Vallaeus|Laurentius Vala|Laurentius Vallatius|Vallus Laurentius|Laurentius Vallensis|Laurentz Valle|Vallensis Laurentius|Lorenzo DellaValle|Lorenco Valla|Lorenzo Valla della Valle|Lorenzo Della Valle|Vallensis Laurencius|Valla Lorenzo|Laurent Valla|Valla Laurent|Laurentius Vallatus|Laurentius Val.|Laurentius Vallensus|Laurenz Valle|della Valle Lorenzo|Laurentius Walle|Laurentius Valla|Lavrentius Valla|Lorenzo Della Valla|Lorenzo DellaValla|della Valla Lorenzo|Laurens Valle|Laurentius Walla|Laurentius Vallens|Laurencius Valla|Valla Laurentius|Laur. Valla|Laurentius Valle|Laurentius Vallus|Lorenzo della Valle|Valla Laurencius|Lorenzo Il Valla|Lorenzo Valla,1407,1457-08-01,Humanist|Philologe|Kanoniker|Hochschullehrer,Rom
118626574,"Vergilius Maro, Publius","Publius Maro Vergilius|Publio Virgilio Marone|Publiusz Wirgiliusz Maro|Publius Virgilius Maroo|Maro|Maro Virgilius|Wirgiliusz|Wergiljusz|Publius Vergilius|Publius Vergilius Maro|Publio Virgilio Marone|Uergilius|P.V.M.|Virgill|P. Vergilius Maro|Poet Vergilius|P. Vergilius Maro|Pub. Vergilius Maro|Joannes de Virgilius|Maron|Virgilius Maro|Vergill|Publius M. Vergilius|Vergilius Maro|Augusteus Vergilius|Pseudo-Vergilius|Maron Virgile|Publius V. Maro|Vergilio|Publiusz Wirgiliusz Maron|Publius Vergile Maron|Vergilius Maro|Johann de Virgilius|P. Virgilius Maro|Pub.V.M.|Publio Virgilio Marón|Wergiliusz|Publiusz Wergiliusz Maro|Publius Virgile|Publio Virgilio Maron|Publius Virgilio Marone|Publios Birgilios Maro|Virgile|Publius Virgilius|Vergilius|Publius Virgile de Mantoue|Virgil|Publico Virgilio Maro|Publius Vergilius-Maro|Publius Virgilius Maro|Pseudo-Virgilio|Publ. Virgilius Mar.|Vergilijus|Virjile""|Publius Virgile de Mantove|Virgille|Virgilius|d'Andes Virgile|Publije Vergilije Maron|Vergil|Virgilius Maro|Publio V. Marone|Publius Wergilius Maro|Publius Wirgilius Maro|Virgilio Marone|Poeta Vergilius|P. Virgilio Marone|von Mantua Vergilius|von Andes Vergilius|Maro Vergilius|Virgilio Mantoano|P. V. M.|P. V. M.|Publius Virgilius Maroos|Virgilio|Veržiliu|Publius Vergilius Maro",-0070,-0019,Schriftsteller,Andiast
118627163,"Vinzenz, von Beauvais",Vincenzo Bellovacense|de Burgundia Vincentius|Vincent|Vincentius|aus Beauvais Vincentius|von Beauvais Vincent|Bellovacensis Pseudo-Vincentius|Belvacensis Vincentius|Pseudo-Vincent de Beauvais|de Beauvais Vicente|Vincentius Bellovacensis|de Beauvais Vincentius|Bellovacense Vincenzo|von Beauvais Vincenz|Vicente de Beauvais|Bellovacensis Vincentius|Burgundus Vincentius|Vincenz|de Beauvais Vincent|of Beauvais Vincent|Vincent de Beauvais|Pseudo-Vinzenz von Beauvais|von Beauvais Vinzenz,1190,1264,Pädagoge,
118631349,"Wenzel, Heiliges Römisches Reich, König","Bohemia, King Venceslaus IV.|Böhmen, König Venceslaus IV.|Bohemia, King Wenzel|král Václav IV.|Böhmen, König Vaclav IV.|Romanorum Bohemiaeque Rex Wenceslaus|der Faule Wenzel|Germany, Emperor Wenzel|Germania, Rex Wenceslaus|Imperium Romanum-Germanicum, Rex Wenceslaus|von Luxemburg Wenzel|Bohemia, King Wenceslas|Bohème, Roi Wenceslas|Böhmen, König Wenzeslaus IV.|Germany, Emperor Wenzeslaus|Böhmen, König Wenzel IV.|Bohemia, Rex Wenceslaus|König Wentzel|Germany, Emperor Wenceslaus|Germany, Emperor Venceslaus|Bohemia, King Václav IV.|Germany, Emperor Václav|Heiliges Römisches Reich, König Wenzel",1361,1419,Münzherr,Nürnberg
118632299,"Wyclif, Johannes",Joannes Wiclif|Wicleffus Johannes|Johannes Wiclevus|John Wiclef|Joannes Wycliffe|John Wyclyf|Wyclif Johannes|Iean Wiclef|Wiclifus Johannes|Johannes Wiclef|de Wycliffe Jean|Wyclefus Johannes|John Wicleff|John Wyclyffe|Johann Viclif|John de Wycliffe|John Wicliffe|Johann Wiclef|Viklef|Joannes Wiclefus|Johannes Wycliffe|Johannes Wiclefius|John Viklef|Johann Wiclif|Wiclif|John Wicklif|John Wyclif|Wyclevus Johannes|John Wickliffe|von Wiclif Johann|John Wiclif|John Wiklif|Wyclif John|Johannes Wicleffius|Jean Wiclef|Johann von Wiclif|Anglus Wiclefus|Johannes Wiclif|Joannes Wiclef|Johannes Wiclefus|John Wycliffe|Wicoclivus Lelando|John Wikleff|John Wicliff|John Wicklieffe|Johannes Wicleff|John Wycklyffe|Iohannes Wyclif|Wiclif Johannes|Wycliff|John Wickliff|Johannes Wyckliffe|Wiclefus|John Wykliffe|Jan Viklif|Joannes Wiclevus|John Wycliff|Wyclif|Joan Wiclif|Johannes Wyclif,1324,1384-12-31,Philosoph|Theologe|Pfarrer,
118633015,"Wilhelm, von Ockham",de Ockham Guilelmus|Guilelmus Occhamus|Guilelmus de Ockam|Guilelmus Occham|Willem|Wilhelm von Ockham|von Ocham Wilhelm|Guiglielmus de Occham|Guliermus Ocham|Guilielmus Occham|Guilelmus de Occa|Guilielmus de Ockam|Wilhelm von Occam|William of Ockam|Guillaume|Occam Guilelmus|Wilhelm von Ockam|William|Ockham Guilelmus|Guillelmus|Guilelmus Ochamus|Guillelmus de Ockham|de Occham Guiglielmus|Guiglielmus|von Ockham Guilelmus|de Occam Guilelmus|Guillaume d' Ockham|Gulielmus Occham|William of Ockham|von Ockam Wilhelm|de Ockam Gulielmus|de Occam Guillelmus|Guilelmus de Occham|of Ockham William|of Ockam William|Ockham William|Guilelmus Ockham|von Occam Wilhelm|Guglielmo d' Occam|Guilelmus|Occam Willem|Wilhelm von Ocham|Occham Guilielmus|Wilhelm Occam|Guilelmus de Ockham|Guilelmus Occamus|de Occam Gulielmus|de Ockham Guillelmus|Wilhelm|Guillelmus Ockham|de Ockam Guilelmus|di Occam Guglielmo|of Occam William|Guilelmus de Occam|Guilelmus Occam|de Ocham Guilelmus|Guillaume d' Occam|d'Ockham Guillaume|di Ockham Guglielmo|Wilhelm Ockham|Guglielmo|d'Occam Guillaume|Ocham Guilelmus|William of Occam|Guilielmus ab Occam|ab Occam Guilielmus|Guilelmus Ockam|Guillelmus de Occam|d'Ockam Guillaume|Gulielmus de Occam|Guglielmo di Ockham|Guilelmus de Ocham|de Occham Guilelmus|Guilelmus Ocham|von Ockham Wilhelm,1285,1347,Philosoph|Katholischer Theologe|Publizist|Hochschullehrer|Mönch,Ockham
118637649,"Albertus, Magnus, Heiliger","de Colonia Albertus|the Great Albert|San Alberto|Magno Alberto|Alemannus Albertus|Parvus Lucius Albertus|Albertus Magnus|de Lauging Albertus|Magnus, Heiliger Albertus|Magnus, Heiliger Ps.-Albertus|Regensburg, Bischof, Heiliger Albert II.|Heiliger Albertus|der Große, Heiliger Albert|der Grosse, Heiliger Albert|Grotus Albertus|Teutonicus Albertus|Bolstadius Albertus|di Bollstädt Alberto|Pseudo-Albertus Magnus|Velikii Albert|Colonus Albertus|Magnus, Saint Albertus|Magnus Albertus|de Bollstadt Albertus|di Lauingen Alberto|Velikii Albert|der Große Albert|von Bollstädt Albert|Albertus Magnus|the German Albertus|de Bollstad Albertus|Theoctonicus Petrus|Magnus, Regensburg, Bischof, Heiliger Albertus|Teutonicus Petrus|Magnus Pseudo-Albertus|Regensburg, Bischof, Heiliger Albertus|Magnus Ps.-Albertus|Albertus, Heiliger Magnus|Albert Graf von Bollstaedt|Albertus Bolstadius|le Grand Albert|Heiliger Albert|Lauingensis Albertus|Magnus, Heiliger Pseudo-Albertus|Albert Graf von Bollstädt|Magnus, Heiliger Albertus",1193,1280-11-15,Katholischer Theologe|Bischof|Philosoph|Alchemist|Naturwissenschaftler|Heiliger,Lauingen (Donau)
118638270,"Cecco, d'Ascoli",Francesco de Stabili d' Ascoli|Francesco de Stabili Cecco d'Ascoli|Franciscus Ceccus|Francesco degli Stabili|Lecho Dascholi|Francesco Stabili Di Simeone|Eusculanus Cicchus|Francesco de S. d' Ascoli|Francesco de S. Cecco d'Ascoli|Francesco de Stabili Cecho d'Ascoli|Cecco d'Ascoli|Francesco de Stabili Cecco de Ascoli|Cecco D'Ascoli|Asculanus Cecchus|Cichus Eschulanus|Francesco Stabili|Stabili Francesco|Francesco de Stabili Cecco D'Ascoli|Cechi d' Escullo|Francesco de S. Cecho d'Ascoli|Esculanus Cichus|Francesco Stabili di Simeone|Lecho Dascholi|Cecho Dascholi|Francesco Stabili|Cecco|Francesco de Stabili Cecco D'Ascoli|Cecho Dascholi|Francesco Stabili di Simeone|Cichus Eschulanus|Cicchus|Cecco d' Ascoli|d'Escullo Cechi|Esculanus Cicchus|Cechi D'Escullo|d'Ascoli Cecco,1269,1327,Astrologe|Schriftsteller|Arzt|Lehrer|Philosoph,
